url,domain,year,date,category,judul,konten
https://www.emirates.com/media-centre/emirates-wins-best-inflight-entertainment-award-globally-at-the--2024-airline-excellence-awards/?,www.emirates.com,2024,22-03-2024,Operational,Emirates wins ‘Best Inflight Entertainment Award’,"An error occurred while preparing your download Dubai, UAE, 22 Mar 2024: This week Emirates was crowned the global winner of the ‘Best Inflight Entertainment Award’ in Airline Ratings 2024 Airline Excellence Awards, announced online. Emirates scooped the top award for inflight entertainment from an extensive finalist list of global airlines, due to its whopping 6,500 channels of high quality and acclaimed content, the world’s largest entertainment library in the sky - making it a clear winner for the Best Inflight Entertainment award. Customers enjoying Emirates flights can access a world-class entertainment library of 6,500 channels which includes; Emirates continually updates its inflight content every month, adding hundreds of movies, TV shows, podcasts, and music channels each month to its extensive entertainment library and securing exclusive partnerships with the best content providers. Customers can also curate their own ice experience before their flight, simply by browsing and pre-selecting movies or TV shows on the Emirates app, which can then be synchronised to ice the moment they board, maximising the seamless travel experience. Emirates inflight entertainment journey began almost 30 years ago, when it was one of the first airlines to introduce seat-back videos for economy-class passengers. Emirates is also committed to setting industry standards and accessibility for people of determination and was the first airline in the world to introduce Audio Descriptive soundtracks and Closed Captions on movies on an inflight entertainment system. Airlineratings.com Editor-in-Chief Geoffrey Thomas commented on the award; “Our editors were unanimous in their praise for Emirates ice system as a step above. That early investment in inflight entertainment has paid off for Emirates and just when you think it can’t do it better – it lifts the bar once again.” The AirineRatings.com Airline Excellence Awards are evaluated by an editorial team with many years of experience, based on a robust criteria including product and safety rating, passengers’ reviews on AirlineRatings.com and Trip Advisor, and overall profitability. See what’s on ice"
https://simpleflying.com/emirates-offers-tips-fly-better-this-festive-season/?,simpleflying.com,2024,10-12-2024,Promotion,Emirates Offers Tips To Fly Better This Festive Season,"With its home base at one of the world's busiest airports, Middle Eastern airline giant Emirates is well aware of the need to keep its passengers moving smoothly through the airport process. The airline is already seeing passenger numbers up by around 20% compared to last year, and, in light of that, Emirates has published a range of strategies for its guests to navigate the process as stress-free as possible this holiday season. Yesterday, Emirates recommended that passengers plan their December travel well ahead of time as departure numbers have surged significantly ahead of the same time last year. In 2023, more than 75,000 Emirates customers departed Dubai International Airport (DXB) daily, but in 2024, departing numbers have reached as high as 89,000 on some days, an increase of close to 20%. Emirates will have its busiest departure days between December 12-15 and December 20-22, just before Christmas. That is expected to peak between December 27-29, just before New Year's Eve, when Emirates expects to see more than 88,000 customers depart daily. Emirates has now restored Australian capacity to pre-pandemic levels with 77 weekly flights. With those numbers on the board, the airline needs passengers to be at the gate and ready to board on time to keep its schedules moving. Taking a proactive approach, Emirates has published some helpful hints or reminders for its customers, starting with that golden rule of arriving at the airport up to three hours before their flight. Emirates is also doing everything it can to make the pre-departure process as flexible as possible by offering passengers a wide array of check-in and baggage drop options. These range from the Emirates City Check-In & Travel Store to newly-refurbished first and business class check-in areas at Dubai International, private home check-in services and remote check-in facilities. Dubai International has burst through 2019 levels and is well on its way to handling nearly 92 million passengers in 2024. Emirates has shared nine strategies that customers can employ to take away the pain of crowded airports and long queues, most of which include not turning up at the airport and then starting the process. Savvy passengers have learned the lesson that doing everything available in advance is the critical step to a smooth pathway to the check-in gate. Here is what Emirates suggests: If the above does not appeal, passengers can also use the Emirates self check-in kiosks at the airport to view their itinerary, choose a preferred seat, add Skywards numbers and use the baggage drop areas to check in bags. Emirates offers priority boarding for families as well as free baby strollers for infants and younger children at the Dubai airport. Passengers need to play their part by taking note of rules, such as power banks being allowed in hand baggage but not in checked bags and Smart bags being allowed in the cabin if the battery is removable and within the usual size and weight limits. The battery can remain installed as long as the Smart bag is completely powered off. Did you know we also have an aviation YouTube channel here? People of Determination can access dedicated support from trained Emirates and airport staff when traveling over the festive season. This includes a pre-planning guide for Dubai International for those with hidden disabilities, two hours of complimentary parking and access to a dedicated priority lane for check-in, passport control, security and priority boarding if required. Customers can check the Accessible Travel page on Emirates.com for information and contact their local Emirates office with queries. We want to hear from you! Share your opinions in the thread below and remember to keep it respectful. Your comment has not been saved  And here's a bit of advice for Emirates. While I enjoyed travelling on your planes Dubai airport is a total disgrace. It's the one thing that deters me from flying with you. To have to navigate your way - as I did - from one side of the place to the other was a nightmare, especially as my flight from Cape Town was delayed by about an hour coming in from Dubai resulting in a mad dash to catch my London flight. Why are there no travelators there and why do you have to walk so far? Why do you have to go through security again when other airports keep you 'in transit'? I'm going to give DXB one last chance but will be very unhappy if the same happens again!"
https://skift.com/2024/07/13/emirates-skywards-chief-shares-six-airline-loyalty-lessons/?,skift.com,2024,13-07-2024,General,Emirates Skywards Chief Shares Six Airline Loyalty Lessons,"Photo Credit: An Emirates Airbus A380-800 pictured at New York JFK. Vincenzo Pace / Vincenzo Pace In a break from the strategy of many U.S. airlines, Emirates’ Skywards program is being used to boost loyalty for the airline without a heavy financial focus. Select a question above or ask something else Emirates flies almost a million passengers every week, making it one of the world’s largest international airlines. As part of this, its Skywards program aims to boost loyalty to the brand, converting first-time customers into Emirates devotees. The scheme has seen its membership base triple in the last nine years. It currently has around 35 million members, of which five million have made a transaction in the past 12 months. Alongside its UAE home, the U.S, U.K, India, and Australia are the other top markets for the platform. Leading the program is Dr. Nejib Ben-Khedher. Speaking to Skift in a wide-ranging interview, he shares some of the secrets of Skywards’ recent success. Last year, Emirates launched free inflight app messaging for all passengers who have a Skywards membership number on their boarding pass. Unlimited free Wi-Fi is also available to Skywards guests who have higher loyal Curated by Meghna Maharishi Airline Reporter Jet Stream keeps you ahead of the fast-moving world of global airlines. Get it in your inbox every Saturday. By submitting this form, you agree to receive email communication from Skift. Tags: dubai , emirates air , interviews , loyalty , uae Subscribe today to keep up with the latest travel industry news. Already a subscriber? Login Subscribe now for complete access to Skift.com’s trusted coverage of the travel industry. Already a subscriber? Login Enter your email for a complimentary article + exclusive offers. Already a subscriber? Login"
https://www.phocuswire.com/Emirates-and-The-Entertainer-devise-subscription-model-for-trip-planning-app?,www.phocuswire.com,2018,9-07-2018,General,Emirates and The Entertainer devise subscription model for trip-planning app | PhocusWire,"Dubai-based loyalty and engagements specialist The Entertainer has developed a trip-planning and in-destination discounts app for members of the Emirates loyalty scheme, Skywards. The app – branded as Emirates Skywards Go - operates on a subscription model, of sorts.  Members of the Skywards scheme need to pay 6,700 points to unlock the app for a month, at which point they have access to itinerary planning features and also a range of two-for-one discounts at restaurants, bars and spas in 20 cities worldwide. The Entertainer negotiates these deals directly with the merchants. The offers are distributed across its B2C site and also via a range of providers with whom it works as a B2B partner. The Emirates Skywards Go app is a white-labelled version of the core Entertainer product, branded as Emirates. The app will also sell tours and activities in 160 destinations. Some are contracted by the Entertainer with the majority pulled in via third party aggregators. The tours are bought using credit or debit cards rather than by redeeming points. By developing a model where people “pay” to access a trip-planning itinerary management tool, the partnership has addressed the biggest headwind in the sector by finding a way to monetize it. Whether or not people are paying for the tools, or simply for the discounts, is almost a moot point. What is important here is the placing a monetary value – albeit frequent flyer points - on a trip planning tool."
https://www.phocuswire.com/Emirates-virtual-reality-cabin-tour?,www.phocuswire.com,2018,6-07-2018,General,Emirates customers can now use VR to explore plane cabins | PhocusWire,"Passengers flying on Emirates can now use virtual reality to explore seat options and cabin amenities. The 3D, 360-degree view is available for the three-class Emirates A380 but will soon include Emirates’ entire fleet, including all configurations of the A380 and Boeing 777 aircraft. Customers can use the technology to “sit” in various seats in economy, business, and first-class cabins, as well as tour the onboard lounge and shower. “As we continually invest to provide our customers with an unmatched travel experience onboard and on the ground, we also work very hard to give our customers a world-class digital experience,” says Alex Knigge, Emirates Senior Vice President of Corporate Communications, Marketing and Brand. “We are pleased to be the world’s first airline to introduce this cutting-edge web VR technology, which offers our customers an immersive opportunity to learn more about the fantastic Emirates experience before they step onboard. In our usability tests with customers, we found that they particularly appreciated the 3D seat and cabin models when selecting their seats.” Users that access the virtual tour via their mobile devices or the Emirates app can book their seats within the virtual environment. The 3D seat models are also compatible with any VR headset, allowing users to explore the cabins hands-free. In addition to the new 3D cabin models, Emirates has added new videos to its website showcasing the unique features of its aircraft."
https://simpleflying.com/emirates-dubai-experience-booking-platform/,simpleflying.com,2022,14-04-2022,Customer Experience,Emirates' Dubai Experience Booking Platform: What You Need To Know,"Emirates has launched a new digital booking platform that promises to improve the experience of booking customized itineraries, including flights, hotels, attractions, and other dining and leisure experiences in Dubai and the UAE. We take a closer look at the 'Dubai Experience' platform below. Dubai's national carrier Emirates has launched its 'Dubai Experience' platform, enabling customers to book everything they need during a trip to Dubai and the UAE . The platform is available to customers across 19 countries, including Australia, Bahrain, Canada, Egypt, Ghana, Kenya, Kuwait, Lebanon, New Zealand, Nigeria, Pakistan, South Africa, Sudan, Switzerland, Tanzania, Uganda, USA, Zambia, Zimbabwe. Adnan Kazim, Emirates’ Chief Commercial Officer, said, ""We are proud to promote the very best that Dubai and the UAE have to offer on Dubai Experience, which is fully integrated with emirates.com. This powerful platform offers our customers the ability to plan their Dubai journeys and stopovers, and benefit from exclusive rates and expertly curated recommendations."" Along with flights and hotels, travelers can use Dubai Experience to make bookings with local attractions, restaurants and venues across Dubai and the UAE from a selection of over 100 hotels and 200 activities. New bookings and activities can be integrated into your existing Emirates booking through the platform. The Dubai Experience app is the latest digital innovation from Emirates, which recently added 25 new check-in ports at Dubai International Airport . Stay informed: Sign up for our daily and weekly aviation news digests. Customers making bookings through the Dubai Experience can benefit from discounted rates, hotel perks like 24-hour check-in, curated recommendations and much more. Some of the perks on offer include: Discover more aviation news with Simple Flying. Users of the Dubai Experience platform can build their own itinerary or choose from pre-curated options. The platform offers complete customization with the ability to use pre-curated itineraries as a starting point and make your own choices as you go. Kazim added, ""Through the Dubai Experience platform, Emirates aims to add value to our customers and enrich their journeys, and ultimately drive more people to visit our beautiful home and hub in the UAE. We will continue to add more exciting content on Dubai Experience, and look at opportunities to launch it to customers in more markets."" Listings will constantly be updated on the platform. Customers will also be able to digitally arrange pre-payments for certain activities and venues. Dubai Experience also provides handy information for customers, such as estimated duration, location map and costs, which is especially useful for first-time visitors. Have you used the Dubai Experience platform yet? Do you have any trips to Dubai or the UAE coming up? Let us know in the comments."
https://gulfnews.com/business/aviation/emirates-launches-employee-mobile-app-1.1407343?,gulfnews.com,2018,16-09-2018,Promotion,Emirates launches employee mobile app,"The application was developed in cooperating with Samsung and Etisalat Dubai: Emirates airline said on Sunday it recently launched a customer service-focused mobile application for its employees. “Journey Manager” is a customer designed application developed in cooperating with Samsung and Etisalat, Emirates said in a statement. The application will the airlines airport staff to receive real-time information that will enable them to respond to customers’ needs “with great efficiency, regardless of where they are in the airport.” The application’s features included being able to check the status of inbound and out bound flights. Sign up for the Daily Briefing Get the latest news and updates straight to your inbox Related Stories Emirates announces major change for passengers Inside DXB’s 140km baggage maze few ever see Stowaway found dead in landing gear of US-bound flight Watch: Air Arabia takes delivery of first A320neo"
https://skift.com/2015/04/06/all-the-apple-watch-hotel-and-airline-apps-so-far/?,skift.com,2015,6-04-2015,General,All the Apple Watch Hotel and Airline Apps (So Far),"Photo Credit: IHG's Translator app for iPhone and Android will be available on the Apple Watch.  InterContinental Hotels Will the Watch be the next Google Glass or the next iPhone? We're waiting to find out, too. Curated by Dennis Schaal Executive Editor Very Online is your best source for news about online travel, from startups to the biggest online travel agencies. Get it in your inbox every Wednesday. By submitting this form, you agree to receive email communication from Skift.  Tags: apple wearables Subscribe today to keep up with the latest travel industry news. Already a subscriber? Login Subscribe now for complete access to Skift.com’s trusted coverage of the travel industry. Already a subscriber? Login Enter your email for a complimentary article + exclusive offers. Already a subscriber? Login"
https://www.arabianbusiness.com/gcc/uae/442013-emirates-says-downloads-of-mobile-app-passes-20m-mark?,www.arabianbusiness.com,2020,4-03-2020,General,"Emirates says downloads of mobile app passes 20m mark - Arabian Business: Latest News on the Middle East, Real Estate, Finance, and More","Emirates has announced a major milestone with 20 million downloads of its mobile app on the back of a strong mobile and digital strategy that has led to solid consumer uptake particularly in Africa, GCC and Asia. Emirates has announced a major milestone with 20 million downloads of its mobile app on the back of a strong mobile and digital strategy that has led to solid consumer uptake particularly in Africa, GCC and Asia. The Emirates app is available in more languages than any other airline app in the world, with full features set in 19 languages including Arabic and Mandarin. In an average month, more than 1 million check-ins are performed via mobile devices, accounting for 50 percent of total check-ins while customers performed more flight searches on Emirates’ direct channels via mobile devices than via desktop or laptop computers. Available on Apple Store, Google Play Store and most recently the Huawei AppGallery, it is also among the highest rated airline apps in the world. Boutros Boutros, Emirates’ divisional senior vice president, Corporate Communications, Marketing and Brand said: “We’ve seen a huge uptake of our mobile and online services, particularly in developing markets where consumers have really embraced a mobile-first lifestyle. “Over the past three years, we’ve made significant investments into Emirates’ mobile and digital channels, leveraging native app and cloud capabilities, global best practices in terms of software engineering, cross-functional ways of working, and leading data and marketing technologies. “This is an ongoing investment, and we will continue to improve and add innovative app features and products, to keep apace and ahead of our customers’ expectations.” Feature and functions launched on the Emirates app in the past 18 months include the ability to create a personalised ice playlist, the ability to preview the seat and the overall onboard product before travelling via 3D cabin models and the ability to bid on tickets for highly-sought after sports and cultural events sponsored by Emirates around the world. Follow us on"
https://airfreight.news/articles/full/emirates-plane-flew-at-very-low-altitude-uae-investigators-say,airfreight.news,2022,17-02-2022,Accident,"Emirates plane flew at very low altitude, UAE investigators say ","An Emirates flight to Washington failed to climb to the appropriate altitude during takeoff from Dubai and flew too low above a densely populated neighborhood, according to a preliminary report by aviation investigators. The shallow climb of the Boeing 777 on Dec. 19 was classified as “serious” in a preliminary report released Thursday by the United Arab Emirates General Civil Aviation Authority. The incident didn’t result in any damage or injuries to the 372 on board. An Emirates spokesperson declined to comment on the report, the first of two recent close calls with the world’s biggest long-distance carrier. A safety probe is also under way into a Jan. 9 mishap in Dubai, when an Emirates 777 had to abort takeoff to Hyderabad, India, because another of the airline’s planes taxied across the runway. The pilot in the December flight said she placed the altitude selector to 4,000 feet, which is standard, after noticing it set to 0000 feet during cockpit preparation, according to the report. However, the rate of climb on the 777 aircraft only reached about 800 feet per minute. About 32 seconds after lift-off, two settings were changed, according to the report. The plane, carrying 354 passengers and 18 crew, gained altitude as it flew over the sea and continued on to Dulles International in the U.S. An overspeed warning was also generated after the plane gained airspeed.“The commander stated that after lift-off, and during climb, she followed the flight director command,” according to the report. “The flight crew were not able to adhere to published climb gradient of the SID due to the shallow climb,” it said, referring to standard instrument departure route, or the path set before takeoff. According to an earlier report in The Air Current, which cited Flightradar24 and a notice to Emirates pilots, the plane came within 175 feet of impacting the ground. The incident may have been due to “incorrect setting” of the autopilot in the plane’s pre-flight setup, it said. The UAE report said the cockpit voice recording was overwritten, without explaining how it happened. The investigation into the root cause, airline procedures and any other safety matters is ongoing."
https://skift.com/2023/05/03/emirates-launches-worlds-first-robot-check-in-assistant-sara,skift.com,2023,3-05-2023,Promotion,"IDEAS: Emirates Launches World’s First Robot Check-In Assistant, Sara","Emirates has launched its City Check-in and Travel Store in Dubai's financial district, featuring Sara, a portable robotic check-in assistant designed to assist customers when booking their travels, checking-in for flights and dropping off their luggage. Situated at ICD Brookfield Place, the re Curated by Dennis Schaal Executive Editor Very Online is your best source for news about online travel, from startups to the biggest online travel agencies. Get it in your inbox every Wednesday. By submitting this form, you agree to receive email communication from Skift.  Tags: artificial intelligence , check-in , customer experience , travel technology Subscribe today to keep up with the latest travel industry news. Already a subscriber? Login Subscribe now for complete access to Skift.com’s trusted coverage of the travel industry. Already a subscriber? Login Enter your email for a complimentary article + exclusive offers. Already a subscriber? Login"
https://www.aviationbusinessme.com/news/emirates-flydubai-finance-partner,www.aviationbusinessnews.com,2025,10-06-2025,General,"Emirates, flydubai partner with Dubai Finance to accelerate cashless strategy ","Emirates and flydubai have signed two Memoranda of Understanding (MoUs) with Dubai Finance (DOF) to advance the emirate’s Dubai Cashless Strategy. Designed to promote digital payments among international tourists and support Dubai’s ambition to become a global hub for digital tech. With over 18.7 million visitors in 2024, cash-reliant tourists represent a significant opportunity for digital adoption.The MoUs were signed by Adnan Kazim, Emirates’ Deputy President and Chief Commercial Officer, and Hamad Obaidalla, flydubai’s Chief Commercial Officer, alongside Ahmad Ali Meftah, Executive Director of the Central Accounts Sector at DOF, in the presence of senior Emirates and flydubai executives.About Dubai Finance Established in 1995 under Law No. 5, the Department of Finance (DOF) supervises all financial and accounting affairs of the Government of Dubai. It provides oversight of government banking accounts, verifies the collection and allocation of revenues, and ensures transparent management of public funds.DOF is responsible for developing and executing the emirate’s annual budget in collaboration with all relevant government entities, while managing liquidity and financial resource allocation to ensure smooth operations across the public sector.The department also plays a key role in shaping Dubai’s financial strategy, monitoring economic performance, and implementing policies that strengthen fiscal sustainability.Adnan Kazim said, “Our strategic partnership with DOF accelerates digital payment adoption across the tourism ecosystem.”Ahmed Ali Meftah, Executive Director at DOF, further emphasised the partnership’s impact on economic efficiency and sustainability as “strengthening smart and secure payment channels consolidates Dubai’s position as a destination for digital tourism and innovation-driven economic growth.”Adding that “by leveraging our global network, Emirates promotes Dubai’s cashless ecosystem internationally, enabling seamless visitor experiences from the moment they book.” Hamad Obaidalla joined with, “This collaboration allows flydubai to enhance the travel experience for millions of international visitors.” Its mission includes enhancing efficiency in public expenditure, promoting innovative financial solutions, and maintaining the highest local and global standards of governance."
https://www.tbsnews.net/economy/aviation/emirates-app-hits-20mn-downloads-milestone-52036,www.tbsnews.net,2020,5-03-2020,Sustainability,Emirates app hits 20mn downloads milestone | The Business Standard,"​Emirates, a United Arab Emirates state-owned airline's app marks 20 million app downloads, as the airline's mobile and digital strategy drives strong consumer uptake. The Emirates app is available in more languages than any other airline app in the world, with full features set in 19 languages including Arabic and Mandarin. The app is available on Apple Store, Google Play Store and most recently the Huawei AppGallery and is amongst the highest rated airline apps in the world. App push notifications have become the preferred and dominant customer communication channel, compared to sms and email. ""Our Fly Better brand promise means that Emirates aims to provide the best possible customer experience – not only onboard and on the ground, but also online,"" Boutros Boutros, Emirates' Divisional Senior Vice President, Corporate Communications, Marketing and Brand said. The ability to create a personalized ice (Emirates' in-flight entertainment system) playlist via Emirates app and to synchronize it with the airline's system on-board, the ability to preview the seat and the overall onboard product before travelling via 3D cabin models are some of the innovative features and functions launched on the Emirates app in the past 18 months. Emirates / app / hit"
https://www.standard.co.uk/news/world/uae-flight-cancellations-emirates-flydubai-b1185675.html,www.standard.co.uk,2024,4-10-2024,Operational,UAE flight cancellations: Emirates and flydubai respond to 'regional unrest' | The Standard,"News | World UAE airlines Emirates and flydubai have cancelled flights due to “regional unrest” as tensions in the Middle East reached boiling point. The airlines have cancelled all flights from Dubai to Iraq, Iran and Jordan. Emirates also cancelled flights on Thursday to the UK, Oman and Kuwait. Emirates later added that all flights to and from Iraq, Iran and Jordan scheduled for Friday and Saturday were also cancelled. The cancellations, which also occurred on Wednesday, came after the Israeli military confirmed that nearly 200 missiles had been launched from Iran into Israel. Flights to Lebanon’s capital Beirut have also been affected. Emirates has extended the suspension of routes to and from the city until Tuesday and flydubai until Monday Those travelling on these routes are encouraged to monitor flight statuses and be prepared for last-minute changes. “Customers transiting through Dubai with final destinations in Iraq, Iran, and Jordan will not be accepted for travel at their point of origin until further notice,” Emirates said in a travel update . “We continue to closely monitor the situation in the region and are in contact with the relevant authorities regarding developments.” The region is facing one of the most dangerous moments in history after Israel invaded Southern Lebanon , killing more than 1,000 people and targeting densely populated areas including Beirut. Israel said it was looking for Hezbollah targets, but it has also struck a medical centre and killed paramedics — and dozens of children across the country. Many, including United Nations Secretary-General António Guterres, fear Israel’s incursion into Lebanon could become “another Gaza,” where at least 40,000 Palestinians have been killed. Iran said its retaliation was in response to the assassination of Hezbollah leader Hassan Nasrallah and Revolutionary Guard General Abbas Nilforushan. Skies were lit up with dozens of missiles on Tuesday evening. However, Israel’s Iron Dome system intercepted many, and there was just one fatality where a Palestinian man was killed by shrapnel. Despite international calls to end things before it is too late, Israeli authorities have vowed to respond. The escalating tensions call into question the operation of flight routes around the region. According to FlightRadar, 81 flights were diverted by 16 airlines on Tuesday when Iran launched its attack. Russia has also restricted flights from travelling to Israel, Iraq, and Iran between certain times as a result of the tension. Tourist hotspots such as Jordan (home to sites including Petra and Wadi Rum) are geographically positioned between Israel and Iran. Flight routes could be impacted if more attacks happen and airspace is forced to close. Dubai International Airport is considered the world’s busiest, facilitating thousands of flights weekly to worldwide destinations — including many Middle Eastern airports. Tourism within the entire region has already suffered due to the rapidly developing conflict, with many visitors rethinking whether upcoming trips are safe. Brits flee Lebanon on superyachts and UK lays on new evacuation flights amid scramble to escape conflict Israel and Iran are at war — and if a nuclear site is hit, all bets for peace are off UK backs Joe Biden in urging Israel not to attack Iran nuclear sites MORE ABOUT Have your say... 1 Crime Woman convicted after Met Police make 'world's largest' cryptocurrency seizure worth £5.5bn Met Police make 'world's largest' cryptocurrency seizure worth £5.5bn 2 London Iconic London nightclub that has hosted some of Britain’s biggest DJs 'shutting doors next year' Iconic nightclub that's hosted Britain’s biggest DJs 'shutting doors' 3 UK William and Kate to be protected by 'no go zone' barring local people from going on land near their new home William and Kate to be protected by 'no go zone' around their new home 4 Transport London travel news LIVE: Elizabeth line suffering severe delays during morning rush hour Elizabeth line suffering severe delays during morning rush hour 5 Football Arsenal injury update: Noni Madueke, Kai Havertz and Piero Hincapie latest news and return dates Arsenal injury update: Madueke, Hincapie and more latest return dates"
https://www.businessinsider.com/emirates-power-banks-fire-diversion-lithium-battery-2025-8,www.businessinsider.com,2025,8-08-2025,Accident,"Emirates Cracks Down Power Banks, After a Fire and Diversion - Business Insider","Emirates is the latest airline to crack down on power banks. From October, passengers won't be able to charge them or use them to charge other devices. Several airlines have introduced restrictions since one caught fire on an Air Busan flight in January. Emirates has become the latest and largest airline to crack down on power banks. The Dubai-based carrier announced Friday that using such devices will be prohibited on board its flights, starting October 1. Though many other airlines have cracked down on the use of power banks after one caught fire on a flight in January, Emirates' rules are among the strictest. Passengers won't be allowed to charge devices with power banks, nor charge a power bank itself using a plane's outlets. They're also only allowed one, which must be under 100 Wh, and stored in the seat pocket or a bag under the seat in front, not the overhead bin. It joins Southwest Airlines, Lufthansa, Singapore Airlines, and Thai Airways, among others. Authorities in Hong Kong and South Korea have also instituted rules about power banks on planes. Why airlines are cracking down on power banks On any airline, power banks must be carried in the cabin and not left in checked baggage, so cabin crew can intervene quickly to stop a fire from getting out of control. The dangers were spotlighted in January, when an Air Busan Airbus A321 caught fire before takeoff in South Korea. All 176 people aboard survived, but 27 were injured. Investigators said the fire was likely caused by a power bank, and the South Korean government announced stricter rules around their usage. Emirates said on Friday: ""There has been a significant growth in customers using power banks in recent years, resulting in an increasing number of lithium battery-related incidents on board flights across the wider aviation industry."" In May, a Southwest plane was forced to divert when a customer's battery charger overheated on a flight from Baltimore to Tampa. It occurred just 24 hours after the airline instituted new rules requiring customers to keep power banks visible while in use. The Southwest flight attendants followed procedures and put the device in a containment bag. The plane landed safely in South Carolina, where passengers had to wait five hours before continuing their journey on a new plane. Power banks are particularly risky because of their lithium batteries. If overcharged or damaged, it can result in thermal runaway, leading to rapid temperature increase. Unlike phones and laptops, many power banks don't have safeguards against this. Emirates has the fourth-largest network in the world by seat miles, behind only the US's Big Three. Its decision suggests more airlines could follow suit."
https://apnews.com/article/emirates-airline-2023-financials-air-travel-f19be8d0ccf31a0a91dadaba43d6682f,apnews.com,2024,13-05-2024,Financial,Long-haul carrier Emirates sees $4.7 billion profit in 2023 as airline takes flight after pandemic | AP News,"Copyright 2025 The Associated Press. All Rights Reserved. Copyright 2025 The Associated Press. All Rights Reserved. FILE - An Emirates Airbus A380 jumbo jet lands at Dubai International Airport in Dubai, United Arab Emirates, Friday, Sept. 9, 2022. The long-haul carrier Emirates announced Monday, May 13, 2024, it saw record profits of $4.7 billion in 2023 as the airline fully took flight after the turbulent years of the coronavirus pandemic disrupted its operations.(AP Photo/Jon Gambrell, File) DUBAI, United Arab Emirates (AP) — The long-haul carrier Emirates announced Monday it saw record profits of $4.7 billion in 2023 as the airline fully took flight after the turbulent years of the coronavirus pandemic disrupted its operations. Emirates, owned by Dubai’s government, announced revenues of $33 billion, compared to $29.3 billion the year before. Profit the year prior had been $2.9 billion. The airline carried 51.9 million passengers in its 2023 financial year, as compared to 43.6 million the year prior. “Throughout the year, we saw high demand for air transport and travel related services around the world, and because we were able to move quickly to deliver what customers want, we achieved tremendous results,” Sheikh Ahmed bin Saeed Al Maktoum, the chairman and CEO of Emirates, said in a statement. “We are reaping the benefit of years of non-stop investments in our products and services, in building strong partnerships, and in the capabilities of our talented people.” Sheikh Mohammed bin Rashid Al Maktoum, the ruler of Dubai, praised the airline, noting it “took off 39 years ago and the world of aviation is no longer what it was before.” “What is coming will be more beautiful, greater and better, God willing,” Sheikh Mohammed wrote on the social platform X. The Emirates’ results track with those for its base, Dubai International Airport . The world’s busiest airport for international travelers had 86.9 million passengers last year, surpassing numbers for 2019 just before the coronavirus pandemic grounded global aviation. The airport had 89.1 million passengers in 2018 — its busiest-ever year before the pandemic.  The airport now plans to move to the city-state’s second, sprawling airfield in its southern desert reaches in the next 10 years in a project worth nearly $35 billion . The overall Emirates Group, which includes travel company dnata, as well as food, beverage and leisure holdings, reported profits of $5.1 billion off revenues of $37.4 billion. The group declared a dividend to its owner, the sheikhdom’s sovereign wealth fund known as the Investment Corporation of Dubai, of $1 billion. It also gave its over 112,000 employees 20-weeks bonus pay, according to an internal email sent to staff seen by The Associated Press. The city-state, one of seven hereditarily ruled, autocratic sheikhdoms that make up the United Arab Emirates, provided Emirates some $4 billion in a bailout at the height of the pandemic . The annual report said Emirates had repaid $2.6 billion of that loan during the last financial year. In November, Emirates announced a $52 billion deal to purchase 90 Boeing 777 aircraft, 55 of them 777-9 variants and 35 of them 777-8s. Emirates will also add an additional five 787 Dreamliners to its previous order of 30 aircraft. For years, Emirates has relied on the Boeing 777 and the double-decker Airbus A380 to ferry passengers around the world. That will change in September, when Emirates says it will begin flying the Airbus A350 on routes. The airline has also embarked on a $2 billion retrofit program for its aircraft. But challenges remain for the carrier. Saudi Arabia plans to push into the market with Riyadh Air, a new carrier that made a jet deal valued around $37 billion with Boeing just last year with the flagship carrier Saudia. Climate change may be another concern as well — the wider UAE saw its heaviest recorded rainfall ever last month , which disrupted Emirates’ flights for days.     Copyright 2025 The Associated Press. All Rights Reserved."
https://www.thetimes.com/uk/transport/article/emirates-bans-power-banks-flights-fire-risk-kj8fzz5fm,www.thetimes.com,2025,10-08-2025,Accident,Emirates to ban power bank use during flights,"We've tried to contact you several times as we haven't been able to take payment. You must update your payment details via My Account or by clicking update payment details to keep your subscription. We've tried to contact you several times as we haven't been able to take payment. You must update your payment details via My Account, otherwise your subscription will terminate."
